CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
C(=C/c1ccccc1)\c1ccccc1.CO.FC(F)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]|0>>COC(c1ccccc1)C(c1ccccc1)C(F)F
COc1ccc([N+]#N)cc1.Cc1ccc(OC(=O)C#Cc2ccccc2)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>COc1ccc(S(=O)(=O)c2c(-c3ccccc3)c3ccc(C)cc3oc2=O)cc1
CC(=O)c1ccc(O)cc1.Cn1ccc2ccccc21.[C-]#[O+]|0>>CC(=O)c1ccc(OC(=O)c2cn(C)c3ccccc23)cc1
C=C(NC(C)=O)c1ccccc1.Fc1ccc2cc[nH]c2c1.O=C(Cc1ccccc1)ON1C(=O)c2ccccc2C1=O|29>>CC(=O)N[C@](CCc1ccccc1)(c1ccccc1)c1c[nH]c2cc(F)ccc12
C#Cc1ccccc1.N#Cc1ccc(Br)cc1.O=S(O[Na])c1ccccc1|5>>N#Cc1ccc(/C(=C/S(=O)(=O)c2ccccc2)c2ccccc2)cc1
CCOC(=O)CC(C)=O.N#CCC#N.O=C1Nc2c(Cl)cccc2C1=O|0>>CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1c(Cl)cccc12
C=Cc1cccc(Br)c1.CC#N.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>CC(=O)N(C(=O)c1ccccc1I)C(CN=[N+]=[N-])c1cccc(Br)c1
C#Cc1ccc(C(C)(C)C)cc1.Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1.O=O|3>>CC(C)(C)c1ccc(-c2cc3ccccc3oc2=O)cc1
CNCc1ccccc1.COc1ccc(CI)cc1.O=CCCc1ccccc1|8>>COc1ccc(CC(CCc2ccccc2)N(C)Cc2ccccc2)cc1
C#Cc1ccc(N)cc1.CCOC(=O)C(F)(F)Br.NN1CCOCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)C(F)(F)/C=C(\c1ccc(N)cc1)S(=O)(=O)NN1CCOCC1
CCCCCC[B-](F)(F)F.COC(=O)c1ccc(C=O)cc1.Nc1ccccc1.[K+]|0>>CCCCCCC(Nc1ccccc1)c1ccc(C(=O)OC)cc1
C=Cc1ccccc1.CC#N.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COc1ccc(S(=O)(=O)CC(NC(C)=O)c2ccccc2)cc1
C=Cc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1ccccc1)c1[nH]c2cc([N+](=O)[O-])ccc2c1CC(F)(F)F
C=Cc1c(C)cccc1C(=O)O.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)N1C(=O)c2cccc(C)c2C1CS(=O)(=O)c1ccc(C)cc1
C=C(C)c1ccccc1.CCCC=O.Cn1ccc2ccccc21|37>>CCCC(=O)CC(C)(c1ccccc1)c1cn(C)c2ccccc12
C1CCCCC1.C=CC(=O)OC.COc1ccc(Br)cn1|13>>COC(=O)C(CC1CCCCC1)c1ccc(OC)nc1
C=Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.CC#N.Cc1ccc(C)c([S+](c2ccccc2C)C(F)F)c1.F[B-](F)(F)F.O|0>>CC(=O)NC(CC(F)F)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.Cc1ccc(C=O)cc1.NCc1ccccc1|10>>C=C(C[C@H](NCc1ccccc1)c1ccc(C)cc1)C(=O)OCC
CCC(C)I.Cl.[C-]#[O+]|20>>CCC(C)C(=O)Cl
C=CCC(CC=C)(C(=O)OCC)C(=O)OCC.CC(=O)c1ccc(Br)cc1.CC(C)(C)c1ccc(S(=O)O[Na])cc1|12>>CCOC(=O)C1(C(=O)OCC)CC(Cc2ccc(C(C)=O)cc2)C(CS(=O)(=O)c2ccc(C(C)(C)C)cc2)C1
C=Cc1ccc(OC)cc1.N#Cc1ccccc1N.O=C1c2ccccc2C(=O)N1OC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3|33>>COc1ccc(C(CC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)Nc2ccccc2C#N)cc1
C=Cc1ccc(OC(C)=O)cc1.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.N#C[S-].[NH4+]|0>>COc1ccc(CC(SC#N)c2ccc(OC(C)=O)cc2)cc1
C#Cc1ccccc1.C=Cc1cccc(OC)c1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1cccc(C(C#Cc2ccccc2)CCCCC#N)c1
C=Cc1ccc(C(C)(C)C)cc1.O=C(ON1C(=O)c2ccccc2C1=O)C1CCOCC1|0>>CC(C)(C)c1ccc(C(=O)CC2CCOCC2)cc1
C=Cc1cccc2ccccc12.O=C(NOC(=O)c1ccc(C(F)(F)F)cc1)OCC(Cl)(Cl)Cl|1>>O=C(NCC(=O)c1cccc2ccccc12)OCC(Cl)(Cl)Cl
C=C(C)c1ccc(-c2ccccc2)cc1.CC1(c2ccccc2)CC(=NOC(=O)c2ccc(C(F)(F)F)cc2)C1.O.O=S(O[K])OS(=O)O[K]|0>>CC(O)(CS(=O)(=O)CC(C)(CC#N)c1ccccc1)c1ccc(-c2ccccc2)cc1
C=C(C(=O)OCc1ccccc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.CC(Cc1ccccc1)[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2.[K]|0>>CC(Cc1ccccc1)CC(F)(C(=O)OCc1ccccc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
C=Cc1ccccc1C.COC(=O)C(F)(F)S(=O)(=O)F.CS(C)=O|1>>COC(=O)C(F)(F)CC(=O)c1ccccc1C
C=Cc1cccc(C)c1.CC#N.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>CC(=O)N(C(=O)c1ccccc1I)C(CN=[N+]=[N-])c1cccc(C)c1
CCOC(=O)c1cc2cc(N)ccc2o1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.[C-]#[O+]|0>>CCOC(=O)c1cc2cc(NC(=O)CCCC#N)ccc2o1
O=C(O)C1CCOCC1.O=C(ON1CCOCC1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>O=S(=O)(C1CCOCC1)N1CCOCC1
C#Cc1ccccc1.Nc1ccccn1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccccn1)Sc1ccccc1
COc1cc(C=NNS(=O)(=O)c2ccc(C)cc2)cc(OC)c1.O=C=O.Sc1ccccc1|0>>COc1cc(OC)cc(C(Sc2ccccc2)C(=O)O)c1
C#Cc1ccccc1.Cc1ccc(C(=O)O)cc1.O=S(O[Na])c1ccc(Cl)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(Cl)cc2)c2ccccc2)cc1
Cc1cccc2ccn(C)c12.Oc1ccccc1.[C-]#[O+]|0>>Cc1cccc2c(C(=O)Oc3ccccc3)cn(C)c12
Cn1ccc2ccccc21.Oc1ccc(F)cc1F.[C-]#[O+]|0>>Cn1cc(C(=O)Oc2ccc(F)cc2F)c2ccccc21
C=Cc1ccccc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>O=COC(CC(F)(F)F)c1ccccc1
C1CCCCC1.CC(=O)C1CCCCC1.c1ccc(CNc2ccccc2)cc1|4>>c1ccc(CN(c2ccccc2)C(C2CCCCC2)C2CCCCC2)cc1
C#Cc1ccsc1.CC(C)O.O=O|6>>CC(C)OC(=O)C(=O)c1ccsc1
C#Cc1ccc(OC)cc1.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C#CC(CCCCC#N)c2ccc(OC)cc2)cc1
C=Cc1ccc(C)cc1.CC(C)(C)OC(=O)/N=N/C(=O)OC(C)(C)C.O=S(O[Na])C(F)(F)F|0>>Cc1ccc(C(CC(F)(F)F)NN)cc1
CCOC(=O)CCCI.O=C(/C=C/c1ccccc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>CCOC(=O)CCCS(=O)(=O)C(CC(=O)c1ccccc1)c1ccccc1
C=Cc1ccc(C(F)(F)F)cn1.CCCC=O.c1ccc(CNCc2ccccc2)cc1|0>>CCCC(CCc1ccc(C(F)(F)F)cn1)N(Cc1ccccc1)Cc1ccccc1
C#Cc1ccccc1.Nc1ccc(Br)cc1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccc(Br)cc1)Sc1ccccc1
COc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|0>>COc1ccc(SS(=O)(=O)c2ccccc2)cc1
C(=C/c1ccccc1)\c1ccccc1.CC#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(=O)N[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F
C=Cc1ccc2ccccc2c1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc2ccccc2c1
Cc1ccc(OC(=O)C#Cc2ccccc2)cc1.Cc1ccccc1[N+]#N.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>Cc1ccc2c(-c3ccccc3)c(S(=O)(=O)c3ccccc3C)c(=O)oc2c1
C#Cc1ccccc1Cl.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>CC(C)(C)OC(=O)N1CCCC1/C=C\c1ccccc1Cl
C=Cc1ccc(Cl)cc1.CO.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>COC(CN=[N+]=[N-])c1ccc(Cl)cc1
C=Cc1ccccc1.CC(C)(C)O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CC(C)(C)OC(CC(F)(F)F)c1ccccc1
C=Cc1ccccc1.O.O=C([N-][n+]1ccccc1)C(F)(F)F|0>>O=C(NCC(O)c1ccccc1)C(F)(F)F
CCOC(=O)C(F)(F)F.CS(C)=O.CSC#CCCCc1cccc(C)c1|0>>CCOC(=O)C(F)(F)/C(=C\SC)CCC(=O)c1cccc(C)c1
COc1cccc(CC(C)=NNS(=O)(=O)c2ccc(C)cc2)c1.O=S(O[Na])C(F)(F)F|0>>COc1cccc(CC(C)=C(F)F)c1
C#Cc1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1ccc2ccccc2c1)c1ccccc1
CCOC(=O)c1ccc([N+]#N)cc1.Cc1ccc(OC(=O)C#Cc2ccccc2)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)c1ccc(S(=O)(=O)c2c(-c3ccccc3)c3ccc(C)cc3oc2=O)cc1
COc1ccc(C=O)cc1.Nc1ccccc1F.OB(O)C1CCCC1|2>>COc1ccc(C(Nc2ccccc2F)C2CCCC2)cc1
C=CCC(CCc1ccc(C)cc1)(C(=O)OCC)C(=O)OCC.CCOC(=O)C(F)(F)Br.CS(C)=O|38>>CCOC(=O)C(F)(F)CCCC(CC(=O)c1ccc(C)cc1)(C(=O)OCC)C(=O)OCC
C=Cc1ccc(C)cc1.CS(C)=O.O=C1O[IH2](C(F)(F)F)c2ccccc21|0>>Cc1ccc(C(=O)CC(F)(F)F)cc1
C#Cc1ccccc1Br.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C(C#Cc2ccccc2Br)CCCCC#N)cc1
C=C(C)c1ccccc1NC(=O)c1cccs1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[NH+]#[N+]c1ccccc1|1>>CC1(CS(=O)(=O)c2ccccc2)OC(c2cccs2)=Nc2ccccc21
C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccc(F)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1ccc(F)cc1)c1[nH]c2ccccc2c1CC(F)(F)F
C=Cc1ccc(C(C)(C)C)cc1.CS(C)=O.N#CCBr|1>>CC(C)(C)c1ccc(C(=O)CCC#N)cc1
C1COCCN1.COc1ccc(Br)cc1.[C-]#[O+]|4>>COc1ccc(C(=O)N2CCOCC2)cc1
C=Cc1ccccc1C(=O)O.CC#N.CCOC(=O)c1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CCOC(=O)c1ccc(S(=O)(=O)CC2c3ccccc3C(=O)N2C(C)=O)cc1
C1=C(c2ccccn2)CCCC1.C=Cc1ccc(SC)cc1|0>>CSc1ccc(C2CC3CCCCC32c2ccccn2)cc1
CSc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.Sc1ccc(Cl)cc1|0>>CSc1ccc(S(=O)(=O)Sc2ccc(Cl)cc2)cc1
C/C=C/c1ccccc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>CC(N=[N+]=[N-])C(O)c1ccccc1
C=Cc1ccccc1.CS(=O)(=O)N1CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F.[C-]#[O+]|0>>CS(=O)(=O)N1CCC(CC(=O)c2ccccc2)CC1
C=Cc1ccccc1C=O.C[Si](C)(C)C#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21|0>>N#CC1OC(CC(F)(F)F)c2ccccc21
C(=C/c1ccccc1)\c1ccccc1.O=O.S=C=S|52>>S=C1OC(c2ccccc2)C(c2ccccc2)S1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cccc(C)c1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N=C(N)c1ccc(Br)cc1|0>>Cc1cccc(-c2cc(C(F)(F)C(F)(F)C(F)(F)F)nc(-c3ccc(Br)cc3)n2)c1
C=CCC(CCc1ccc(F)cc1)(C(=O)OCC)C(=O)OCC.CCOC(=O)C(F)(F)Br.CS(C)=O|38>>CCOC(=O)C(F)(F)CCCC(CC(=O)c1ccc(F)cc1)(C(=O)OCC)C(=O)OCC
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.Fc1cc(Br)ccn1.[K+]|28>>CC(C)(C)C[C@@H](C(=O)OC(C)(C)C)c1ccnc(F)c1
CC(C)(C)C#C[IH2]1C(=O)Oc2ccccc21.O=C(O)C1COc2ccccc2O1|4>>CC(C)(C)C#CC1COc2ccccc2O1
C=COCCCC.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CO.O=S(=O)([O-])C(F)(F)F|0>>CCCCOC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC
C=Cc1ccc(C(C)(C)C)cc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>CC(C)(C)c1ccc([C@H](C#N)CC2CCCC2)cc1
C=Cc1ccc(Cl)cc1.CCN(CC)CC.F.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1|0>>N#CCCCCC(F)c1ccc(Cl)cc1
C=C/C=C/c1ccsc1.CC(C)(C)C(=O)O.CC(C)(C)OC(=O)ON=C1CCC1|9>>CC(C)(C)C(=O)O[C@@H](/C=C/c1ccsc1)CCCCC#N
C=Cc1ccc(-c2ccccc2)cc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccc(-c2ccccc2)cc1
F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na].Sc1ccc2ccccc2c1|0>>O=S(=O)(Sc1ccc2ccccc2c1)c1ccccc1
C=Cc1ccncc1.CC(C)[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>CC(C)S(=O)(=O)CCc1ccncc1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COC(=O)c1cc(Cl)cc(Br)c1.[K+]|28>>COC(=O)c1cc(Cl)cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)c1
CC(C)(C)OC(=O)N1CCC(OC[B-](F)(F)F)CC1.COC(=O)c1ccc(C=O)cc1.Nc1ccccc1.[K+]|0>>COC(=O)c1ccc(C(COC2CCN(C(=O)OC(C)(C)C)CC2)Nc2ccccc2)cc1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1CCCCC1.Cc1cccc(C#CBr)c1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1cccc(C#CS(=O)(=O)C2CCCCC2)c1
C=C(C(=O)OCc1ccccc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.C[Si](C)(C)CCOC[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2.[K]|0>>CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C(F)(CCOCC[Si](C)(C)C)C(=O)OCc1ccccc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Br)cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12
C=Cc1ccc(-c2ccccc2)cc1.CO[n+]1ccc(C#N)cc1|0>>COCC(O)c1ccc(-c2ccccc2)cc1
C=Cc1ccc(F)cc1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC(CC(F)F)c1ccc(F)cc1
C=Cc1ccccc1C(=O)O.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.N#Cc1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COc1ccc(S(=O)(=O)CC2c3ccccc3C(=O)N2C(=O)c2ccccc2)cc1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1|9>>Cc1ccc(C)c(OCCCC(C)(C)C(=O)O[C@@H](/C=C/c2ccccc2)CCCCC#N)c1
C=C(C)c1ccccc1NC(=O)c1ccccc1.COC(=O)c1cccc([N+]#N)c1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COC(=O)c1cccc(S(=O)(=O)CC2(C)OC(c3ccccc3)=Nc3ccccc32)c1
CC(C)I.CNCc1ccccc1.COC(=O)CCC=O|8>>COC(=O)CCC(C(C)C)N(C)Cc1ccccc1
C=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1.CS(=O)(=O)N1CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F|0>>CS(=O)(=O)N1CCC(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1
COc1ccc(N)cc1.Cc1cccc(C=O)c1.IC1CCCC1|10>>COc1ccc(NC(c2cccc(C)c2)C2CCCC2)cc1
C=Cc1ccccc1.O=O.S=C=S|52>>S=C1OC(c2ccccc2)CS1
C#CCCO.O=O.Oc1ccccc1|3>>O=C(CCO)c1ccc(O)cc1
C#CCCCCCC.N#Cc1ccc2[nH]ccc2c1.O=O|11>>CCCCCCC(=O)C(c1c[nH]c2ccc(C#N)cc12)c1c[nH]c2ccc(C#N)cc12
C=C(C)c1ccccc1.CCS(=O)O[Na].N#Cc1ccncc1|0>>CCS(=O)(=O)CC(C)(c1ccccc1)c1ccncc1
CC(C)c1cccc(C(C)C)c1N.CCOC(=O)c1ccc(I)cc1.[C-]#[O+]|20>>CCOC(=O)c1ccc(C(=O)Nc2c(C(C)C)cccc2C(C)C)cc1
C#Cc1cc(C)c(C)cc1C.O.c1ccc2cnccc2c1|0>>Cc1cc(C)c(C(=O)c2nccc3ccccc23)cc1C
CCCCCCCCS.IC1CCCC1.[C-]#[O+]|20>>CCCCCCCCSC(=O)C1CCCC1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COC(=O)c1cc(Br)cs1.[K+]|28>>COC(=O)c1cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)cs1
CCCC=O.O=C1CC=CO1.c1ccc(CNCc2ccccc2)cc1|0>>CCCC(C1COC(=O)C1)N(Cc1ccccc1)Cc1ccccc1
C=Cc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1ccccc1)c1[nH]c2cc(C(F)(F)F)ccc2c1CC(F)(F)F
C(=C1CC1)c1cccc(OCc2ccccc2)c1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCCS(=O)(=O)C1=Cc2cccc(OCc3ccccc3)c2CC1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.Cc1ccc(C(=O)O)s1|9>>Cc1ccc(C(=O)O[C@@H](/C=C/c2ccccc2)CCCCC#N)s1
C=Cc1ccc(C(C)(C)C)cc1.COC(=O)C(F)(F)S(=O)(=O)F.CS(C)=O|1>>COC(=O)C(F)(F)CC(=O)c1ccc(C(C)(C)C)cc1
C=Cc1cccc(C)c1.CS(C)=O.O=C(ON1C(=O)c2ccccc2C1=O)C1CCOCC1|0>>Cc1cccc(C(=O)CC2CCOCC2)c1
CC(C)(C)ON=O.COc1ccc(N(C)C(=O)C#Cc2ccc(C(F)(F)F)cc2)cc1.COc1ccc(N)cc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|2>>COc1ccc(S(=O)(=O)C2=C(c3ccc(C(F)(F)F)cc3)C3(C=CC(=O)C=C3)N(C)C2=O)cc1
FB(F)C1CCCCC1.Nc1ccccc1.O=Cc1ccc(-c2ncon2)cc1.[F-].[K+]|0>>c1ccc(NC(c2ccc(-c3ncon3)cc2)C2CCCCC2)cc1
C=C(NC(C)=O)c1ccccc1.Fc1ccc2[nH]ccc2c1.O=C(Cc1ccccc1)ON1C(=O)c2ccccc2C1=O|29>>CC(=O)N[C@](CCc1ccccc1)(c1ccccc1)c1c[nH]c2ccc(F)cc12
C=Cc1cc(Br)ccc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccccc1.Cc1ccc(S(=O)(=O)Cl)cc1|0>>Cc1ccc(S(=O)(=O)C[C@H]2c3cc(Br)ccc3N(S(=O)(=O)c3ccc(C)cc3)C2C(=O)c2ccccc2)cc1
C=Cc1cc(OC)ccc1OC.Cc1ccc(S(=O)(=O)OC(F)(F)F)cc1.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|32>>COc1ccc(OC)c(C(CN=[N+]=[N-])OC(F)(F)F)c1
C=C(C)c1cccc(OC)c1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>COc1cccc(C(C)(O)CN=[N+]=[N-])c1
COc1ccc([N+]#N)cc1.F[B-](F)(F)F.OCc1ccccc1.[C-]#[O+]|0>>COc1ccc(C(=O)OCc2ccccc2)cc1
CC(C)(C)N.COC(=O)c1ccc2cc(C3CC(=NOC(=O)c4ccc(C(F)(F)F)cc4)C3)ccc2c1.[C-]#[O+]|0>>COC(=O)c1ccc2cc(C(CC#N)CC(=O)NC(C)(C)C)ccc2c1
C#Cc1ccc(F)cc1.COC(=O)/C(N)=C/c1c[nH]c2ccccc12.O=O|11>>COC(=O)c1cc2c([nH]c3ccccc32)c(C(=O)c2ccc(F)cc2)n1
C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)C1CCCCC1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1[nH]c2ccccc2c1CC(F)(F)F)C1CCCCC1
C1=Cc2ccccc2C1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC1c2ccccc2CC1C(F)F
C#Cc1ccccc1.Nc1ccc(Br)cn1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccc(Br)cn1)Sc1ccccc1
C=Cc1ccccc1O.CS(C)=CC(=O)c1ccc(Br)cc1.FC(F)(F)CCO[n+]1ccccc1.F[B-](F)(F)F|6>>O=C(c1ccc(Br)cc1)C1Oc2ccccc2[C@@H]1COCCC(F)(F)F
C=CC(=O)OCc1ccccc1.COc1ccc(CCCC(C)(C)OC(=O)C(=O)O[Cs])cc1|0>>COc1ccc(CCCC(C)(C)CCC(=O)OCc2ccccc2)cc1
C=Cc1cccc(C)c1.CO.F[B-](F)(F)F.c1ccc([I+]c2ccccc2)cc1|30>>COC(Cc1ccccc1)c1cccc(C)c1
C1CCCCC1.Cc1cc(C)n(C(=O)/C=C/C(C)C)n1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|14>>Cc1cc(C)n(C(=O)C[C@@H](C(C)C)S(=O)(=O)C2CCCCC2)n1
C1CCCCC1.CC(=O)C1CCCCC1.CNc1ccc(F)cc1|4>>CN(c1ccc(F)cc1)C(C1CCCCC1)C1CCCCC1
C=Cc1cccc(C)c1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccc(C)c1
C#Cc1ccccc1.CCOC(=O)c1ccc([N+]#N)cc1.F[B-](F)(F)F.O=O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)c1ccc(S(=O)(=O)CC(=O)c2ccccc2)cc1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.O=C(O)C1CCC(F)(F)CC1|9>>N#CCCCC[C@H](/C=C/c1ccccc1)OC(=O)C1CCC(F)(F)CC1
C1CCNCC1.C=Cc1cccc(Br)c1.FC(F)(F)Oc1ccc(OC2CCNCC2)cc1.O=C1CCC(=O)N1Cl|35>>FC(F)(F)Oc1ccc(OC2CCN(C(CN3CCCCC3)c3cccc(Br)c3)CC2)cc1
C=Cc1ccc(Cl)cc1.O=O.S=C=S|52>>S=C1OC(c2ccc(Cl)cc2)CS1
C=Cc1ccc(C#N)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>N#Cc1ccc(C(CC(F)(F)F)OC=O)cc1
C=CN(C)C(C)=O.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C(C)=O
