F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c 2 c c c c c 2 c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v47]
C = C c 1 c c c ( Br ) c c 1 . F B ( F ) F . [F-] . [N-] = [N+] = N [Na] . c 1 c c c ( - c 2 c c ( - c 3 c c c c c 3 ) [n+] ( C 3 C C O C C 3 ) c ( - c 3 c c c c c 3 ) c 2 ) c c 1 | [v25]
C = C C C / C ( = N \ O ) c 1 c c c c c 1 . C = C c 1 c c c c n 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v0]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . O c 1 c c c ( Br ) c c 1 | [v5]
C c 1 c c c c c 1 [Se] [Se] c 1 c c c c c 1 C . N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c c c 1 | [v0]
C = C c 1 c c c 2 c c c c c 2 c 1 . O = O . S = C = S | [v52]
C C ( C ) ( C ) O N = O . C C c 1 c c c c c 1 C # C C ( = O ) N ( C ) c 1 c c c ( O C ) c c 1 . C O c 1 c c c ( N ) c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v2]
C # C c 1 c c c c c 1 . C C N c 1 c c c c c 1 . O C C 1 C C O C 1 | [v3]
C O . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . [C-] # [O+] | [v0]
C = C C = C . C C ( C ) = C C O c 1 c c c c c 1 Br . C O c 1 c c c c c 1 O | [v0]
C C C C C C C C C # C S C . C S ( C ) = O . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = S ( = O ) ( O ) C ( F ) ( F ) F | [v0]
C = C c 1 c c c c ( C ) c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c n c 1 . O = O . S = C = S | [v52]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C C [N+] ( C C ) = C ( C ) / N = S ( / c 1 c c c c c 1 ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) F . C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v0]
C # C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . C C N c 1 c c c c c 1 . C O | [v3]
C = C ( C ) c 1 c c c ( Br ) c ( C ) c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F | [v0]
C C 1 ( C ) C O C 1 . O = C = O . [C-] # [N+] c 1 c c c ( C = C ) c c 1 | [v0]
C C C C = O . C N C c 1 c c c c c 1 . I C 1 C C C C C C 1 | [v8]
C # C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 . C C ( C ) ( C ) O . O = O | [v6]
C = C c 1 c c c c ( - c 2 c c c c c 2 ) c 1 . F c 1 c c c 2 c ( c 1 ) c 1 c c ( F ) c c c 1 [s+] 2 C ( F ) ( F ) F . O | [v0]
C O C ( = O ) c 1 c c c ( C = O ) c c 1 . F [B-] ( F ) ( F ) C 1 2 C [C@H] 3 C [C@@H] ( C 1 ) C [C@@H] ( C 2 ) C 3 . N c 1 c c c c c 1 . [K+] | [v0]
C = C c 1 c c c 2 c c c c c 2 c 1 . C C C C O C 1 C C ( = N O C ( = O ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) C 1 . O B ( O ) c 1 c c c c c 1 | [v18]
C = C c 1 c c c 2 c c c c c 2 c 1 . C O c 1 c c c ( C 2 C C ( = N O C ( = O ) c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) C 2 ) c c 1 . O B ( O ) c 1 c c c c c 1 | [v18]
C # C c 1 c c c ( N ) c c 1 . C C O C ( = O ) C ( F ) ( F ) Br . N N 1 C C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C C / C ( = N \ O ) c 1 c c c c c 1 . C = C c 1 c c c c n 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v0]
C O c 1 c c c c c 1 C = N N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . O = C = O . S c 1 c c c c c 1 | [v0]
Br c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C = C C ( = O ) O C ( C ) ( C ) C . C C ( C ) ( C ) [B-] ( F ) ( F ) F . [K+] | [v28]
C c 1 c c c ( / C = C / C ( = O ) c 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . C c 1 c c c c c 1 - n 1 c c n c 1 C ( = O ) C c 1 c c n c n 1 | [v0]
C = C c 1 c c c ( O C ( C ) = O ) c c 1 . O = C ( C C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v0]
C c 1 c c c c ( C ( = C 2 C C 2 ) c 2 c c c c c 2 ) c 1 . O . O = S ( = O ) ( Cl ) c 1 c c c c c 1 | [v0]
C / C = C / C ( = O ) n 1 n c ( C ) c c 1 C . C 1 C 2 C C 3 C C 1 C C ( C 2 ) C 3 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v14]
C S C # C C C C c 1 c c c c c 1 C . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O . O = S ( = O ) ( O ) C ( F ) ( F ) F | [v0]
C = C ( C ( = O ) O C c 1 c c c c c 1 ) N ( C ( = O ) O C ( C ) ( C ) C ) C ( = O ) O C ( C ) ( C ) C . F [B-] ( F ) ( F ) C C c 1 c c c c c 1 . F [N+] 1 2 C C [N+] ( C Cl ) ( C C 1 ) C C 2 . [K] | [v0]
C 1 C C N C C 1 . C = C C C c 1 c c c c c 1 . N c 1 c c c c c 1 . O = C 1 C C C ( = O ) N 1 Cl | [v35]
C = C c 1 c c c c c 1 . C c 1 c c c c ( S ) c 1 . O = C = O | [v27]
C = C c 1 c c c ( F ) c c 1 . C O c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . N # C [S-] . [NH4+] | [v0]
C # C c 1 c c c ( C # C ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N / N = C / c 2 c c c c c 2 O ) c c 1 . O = O | [v3]
C = C c 1 c c c 2 c ( c 1 ) C C [C@@H] 1 [C@@H] 2 C C [C@] 2 ( C ) C ( = O ) C C [C@@H] 1 2 . C C # N . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C O c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . N # C [Se-] . [NH4+] | [v0]
C = C ( N C ( C ) = O ) c 1 c c c c c 1 . O = C ( C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O . c 1 c c c ( C O c 2 c c c 3 c c [nH] c 3 c 2 ) c c 1 | [v29]
C = C c 1 c c c c n 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
C 1 C C N C C 1 . C = C C C c 1 c c c c c 1 . C C ( C ) ( C ) N . O = C 1 C C C ( = O ) N 1 Cl | [v35]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . C c 1 c c c c c 1 - n 1 c c n c 1 C ( = O ) C c 1 c c c ( C ( C ) C ) c c 1 | [v0]
C = C C C C C O S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . O = S ( = O ) ( / C = C / c 1 c c c c c 1 ) c 1 c c c c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v2]
C = C ( C ) C O c 1 c c c c c 1 C ( = C ) c 1 c c c c c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C c 1 c c c ( S ( = O ) ( = O ) N N = C C C N 2 C ( = O ) c 3 c c c c c 3 C 2 = O ) c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v0]
C = C C = C . C C ( C ) = C C O c 1 c c c c ( C ) c 1 Br . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C = C c 1 c c c ( Cl ) c c 1 . C [Si] ( C ) ( C ) C # N . O = C ( O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O ) C 1 C C C C 1 | [v41]
C # C C C C # N . C O . N c 1 c c c c c 1 C ( = O ) O . O = O | [v3]
C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . C n 1 c c c 2 c c c c c 2 1 . [C-] # [O+] | [v0]
N c 1 c c c ( Cl ) c c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . [C-] # [O+] | [v0]
C = C ( N = [N+] = [N-] ) c 1 c c c c c 1 Cl . C C O C ( = O ) C 1 = C ( C ) N C ( C ) = C ( C ( = O ) O C C ) C 1 C 1 C C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C ( O [Si] ( C ) ( C ) C ) c 1 c c c ( Br ) c c 1 . C = C C C / C ( = N / O c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 [N+] ( = O ) [O-] ) c 1 c c c ( C ) c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v0]
Br C 1 C C C 1 . C = C ( c 1 c c c c c 1 ) c 1 c c ( Cl ) c c c 1 N . O = C = O | [v0]
C O C ( = O ) C C ( C ) = O . N # C C C # N . O = C 1 N c 2 c ( F ) c c c c 2 C 1 = O | [v0]
C 1 = C O C C 1 . O = C ( C C ( = O ) c 1 c c c c c 1 ) c 1 c c c c c 1 . c 1 c c c 2 c n c c c 2 c 1 | [v0]
C C ( C ) I . C C O C ( = O ) C ( = O ) C C c 1 c c c c c 1 . C O c 1 c c c ( C C N ) c c 1 O C | [v17]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . C c 1 c c c ( C C ( = O ) c 2 n c c n 2 - c 2 c c c ( C ) c c 2 C ) c c 1 | [v0]
C C O C ( = O ) C ( F ) ( F ) Br . N N 1 C C O C C 1 . O = C c 1 c c c c c 1 Br | [v0]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . O = C ( C c 1 c c c c c 1 ) c 1 n c c n 1 - c 1 c c c c c 1 - c 1 c c c c c 1 | [v0]
C # C c 1 c c c ( C ) c c 1 . C O C ( = O ) / C ( N ) = C / c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C ( = C / c 1 c c c c c 1 ) \ c 1 c c c c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C ( = C 1 C C 1 ) c 1 c c c c c 1 O C c 1 c c c c c 1 . O = C ( O N = C 1 C C ( c 2 c c c ( F ) c c 2 ) C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v2]
C = C c 1 c c c c c 1 . C C # N . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v1]
C # C c 1 c c c ( O C ) c c 1 . C C ( C ) ( C ) O C ( = O ) N 1 C C C C 1 C ( = O ) O | [v7]
C 1 C C O C 1 . C C ( = O ) c 1 c c c c ( Cl ) c 1 . N c 1 c c c c c 1 | [v0]
C # C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . N C C c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C = C / C = C / c 1 c c c ( C ( = O ) O C ) c c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . C c 1 c c ( C ) [n+] ( N C ( = O ) O C ( C ) ( C ) C ) c ( C ) c 1 . F [B-] ( F ) ( F ) F | [v1]
C # C c 1 c c s c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v51]
C = C C ( = O ) O C C C C . C C C C = O . Cl c 1 c c c ( - c 2 c c c c ( C N C c 3 c c c c c 3 ) n 2 ) c c 1 | [v0]
C # C c 1 c c c ( O C ) c c 1 . C O c 1 c c c ( N ) c c 1 . O = O | [v3]
C C C / C = C / c 1 c c c ( O C ) c c 1 . C O c 1 c c ( O C ) c c ( O C ) c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C / C = C / c 1 c c c ( O C ) c ( O C ) c 1 . C C [N+] ( C C ) = C ( C ) / N = S ( / c 1 c c c c c 1 ) C ( F ) ( Cl ) Cl . C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v0]
C ( # C S c 1 c c c c c 1 ) C C C c 1 c c c c c 1 . C C O C ( = O ) C ( F ) ( F ) F . C S ( C ) = O | [v0]
F B ( F ) C 1 C C C C C 1 . N c 1 c c c c c 1 . O = C c 1 c c ( - c 2 c c c c c 2 ) n o 1 . [F-] . [K+] | [v0]
C C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 . I I | [v15]
C # C c 1 c c c c ( C ) c 1 . C C O C ( = O ) C ( F ) ( F ) Br . N N 1 C C O C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C c 1 c c c ( S ) c c 1 . F [B-] ( F ) ( F ) F . N # C c 1 c c c ( [N+] # N ) c c 1 . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
C = C ( O [Si] ( C ( C ) C ) ( C ( C ) C ) C ( C ) C ) c 1 c c c c c 1 . F C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) I . N = C ( N ) c 1 c c c ( Br ) c c 1 | [v0]
C 1 C C C C C 1 . C C ( = O ) C 1 C C C C C 1 . C N c 1 c c c ( C ) c c 1 | [v4]
C = C c 1 c c c c c 1 . C O . C O c 1 c c c ( [I+] c 2 c c c ( O C ) c c 2 ) c c 1 . F B ( F ) F . [F-] | [v30]
C = C C C c 1 c c c c c 1 . C O c 1 c c c ( C # C S ( = O ) ( = O ) c 2 c c c c c 2 ) c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v2]
C 1 C C S C 1 . O = C = O . [C-] # [N+] c 1 c c c ( C = C ) c c 1 | [v0]
C = C ( c 1 c c c c c 1 ) C 1 C C C C C 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . O = O | [v21]
C = C c 1 c c c c c 1 Cl . F [B-] ( F ) ( F ) F . N # C [Se-] . N # [N+] c 1 c c c ( Br ) c c 1 . [NH4+] | [v0]
C = C C C C ( = O ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O . C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 | [v0]
C # C c 1 c c c ( C C ) c c 1 . N c 1 c c c c n 1 . O = O . S c 1 c c c c c 1 | [v0]
C = C C = C . C C ( C ) = C C O c 1 c c c ( C ( C ) ( C ) C ) c c 1 Br . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
O = C ( O ) C 1 C O c 2 c c c c c 2 O 1 . O = C 1 O c 2 c c c c c 2 [IH2] 1 C # C c 1 c c c ( Cl ) c c 1 | [v4]
C C 1 ( C ) O B ( C C C I ) O C 1 ( C ) C . C C C C = O . C N C c 1 c c c c c 1 | [v8]
C = C N C ( C ) = O . C C O C ( = O ) C ( F ) ( F ) Br . C c 1 c c n c 2 c c c c c 1 2 | [v34]
C O C C O C ( = O ) C C ( C ) = O . N # C C C # N . O = C 1 N c 2 c ( c c c c 2 C ( F ) ( F ) F ) C 1 = O | [v0]
C = C ( N C ( C ) = O ) c 1 c c c c c 1 . C O c 1 c c c 2 c c [nH] c 2 c 1 . O = C ( C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v29]
C = C ( C ) c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C n 1 c c c 2 c c c c c 2 1 . O = C c 1 c c c c c 1 | [v37]
C C ( = O ) N c 1 c c c ( C # C C C ( = [OH+] ) C ( C ) C ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C # C c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c n c 1 . O = O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C ( C ) c 1 c c c ( O C ) c c 1 C ( = O ) O . C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v1]
C 1 C C N C C 1 . C C ( C ) ( C ) O C ( = O ) n 1 c c c 2 c c ( Br ) c c c 2 1 . [C-] # [O+] | [v4]
O = C ( O ) C ( = O ) C 1 C C C C C 1 . O = C 1 O c 2 c c c c c 2 [IH2] 1 C # C c 1 c c c c c 1 | [v4]
C = C ( C ) c 1 c c c c c 1 . F B ( F ) F . [F-] . [N-] = [N+] = N [Na] . c 1 c c c ( - c 2 c c ( - c 3 c c c c c 3 ) [n+] ( C 3 C C C C C 3 ) c ( - c 3 c c c c c 3 ) c 2 ) c c 1 | [v25]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . C O c 1 c c c 2 c ( c 1 ) c ( C C ( = O ) O ) c ( C ) n 2 C ( = O ) c 1 c c c ( Cl ) c c 1 | [v9]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . O = C ( O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O ) C 1 C C = C C 1 | [v0]
C = C c 1 c c c c ( Cl ) c 1 . C C # N . [N-] = [N+] = N [IH2] 1 O C ( = O ) c 2 c c c c c 2 1 | [v0]
C # C c 1 c c c ( Cl ) c c 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . O = O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C O C ( = O ) c 1 c c c ( C = O ) c c 1 . F B ( F ) C O C c 1 c c c c c 1 . N c 1 c c c c c 1 . [F-] . [K+] | [v0]
F C ( F ) ( F ) I . O = C C C c 1 c c c c c 1 . c 1 c c c ( C N C c 2 c c c c c 2 ) c c 1 | [v4]
C = C c 1 c c c ( O C ) c c 1 . C C O C ( = O ) C ( F ) ( F ) Br . C n 1 c c c 2 c ( O C c 3 c c c c c 3 ) c c c c 2 1 | [v0]
C # C [C@] ( O ) ( C C C ( C ) C ) c 1 c c c c c 1 . O = C ( / N = C 1 \ C C C 1 C c 1 c c c c c 1 ) O c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C C C [SiH] ( C C C ) C C C . O = C = O . [C-] # [N+] c 1 c c c ( C = C ) c c 1 | [v0]
C O c 1 c c c ( N ) c c 1 . I C 1 C C C C C 1 . [C-] # [O+] | [v53]
C = C / C = C / c 1 c c c c c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . C c 1 c c ( C ) [n+] ( N C ( = O ) O C ( C ) ( C ) C ) c ( C ) c 1 . F [B-] ( F ) ( F ) F | [v1]
C = C ( C ) c 1 c c c ( Cl ) c c 1 . C n 1 c c c 2 c c c c c 2 1 . O = C c 1 c c c c c 1 | [v37]
C = C c 1 c c c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C c 1 c c c ( C ( = O ) C = S ( C ) C ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C O c 1 c c c ( C ( = O ) C = S ( C ) C ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c c c 1 Cl . c 1 c c c ( [Se] [Se] c 2 c c c c c 2 ) c c 1 | [v0]
C = C c 1 c c c c c 1 . C [Si] ( C ) ( C ) C # N . O = C ( O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O ) C 1 C C C C 1 | [v41]
C # C C 1 C C C C C 1 . N c 1 c c c c n 1 . O = O | [v3]
C = C c 1 c c c ( C ( = O ) O C ) c c 1 . C N ( C ) C = O . F c 1 c c c 2 c ( c 1 ) c 1 c c ( F ) c c c 1 [s+] 2 C ( F ) ( F ) F . O | [v1]
C = C ( C C C O ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C ( C ) c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C n 1 c c c 2 c c c c c 2 1 . O = C c 1 c c c c c 1 | [v37]
C C ( C ) ( C ) O N = O . C O c 1 c c c ( N ( C ) C ( = O ) C # C c 2 c c c c c 2 ) c c 1 . C c 1 c c c c ( N ) c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v2]
C = C ( N = [N+] = [N-] ) c 1 c c c c c 1 . C C O C ( = O ) C 1 = C ( C ) N C ( C ) = C ( C ( = O ) O C C ) C 1 C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
O = C ( O ) C 1 C C C ( F ) ( F ) C C 1 . O = C ( O N c 1 c c c 2 c ( c 1 ) C C C 2 ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v23]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . O = C ( C C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v0]
C [Si] ( C ) ( C ) O C ( = C ( F ) F ) c 1 c c c s 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c ( Cl ) c c 1 . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 . C C ( C ) O P ( = O ) ( O C ( C ) C ) C ( F ) ( F ) Br . N c 1 c c c c c 1 | [v19]
C = C ( C ( = O ) O C c 1 c c c c c 1 ) N ( C ( = O ) O C ( C ) ( C ) C ) C ( = O ) O C ( C ) ( C ) C . F [N+] 1 2 C C [N+] ( C Cl ) ( C C 1 ) C C 2 . O = C ( N C C [B-] ( F ) ( F ) F ) O C c 1 c c c c c 1 . [K] | [v0]
C = C N C ( C ) = O . C O C ( = O ) C Br . I c 1 c c c 2 n c c c c 2 c 1 | [v34]
C / C = C / c 1 c c c c c 1 . C S ( C ) = O . O = C ( N 1 C C O C C 1 ) C ( F ) ( F ) Br | [v0]
Br C 1 2 C [C@H] 3 C [C@@H] ( C 1 ) C [C@@H] ( C 2 ) C 3 . O C C ( F ) ( F ) F . [C-] # [O+] | [v20]
C = C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 . N c 1 c c c 2 c ( c 1 ) O C C O 2 . O = C c 1 c c c c c 1 | [v0]
C = C c 1 c c c ( C ( = O ) N ( C ) C ) c c 1 . C C [SiH] ( C C ) C C . O = C = O | [v0]
C = C c 1 c c c c c 1 . C C # N . C c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v1]
C / C = C / c 1 c c n c c 1 . I C 1 C C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v45]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) [Na] ) c c 1 . O = C ( O ) c 1 c c c ( Cl ) c c 1 I | [v15]
C # C c 1 c c c c c 1 . C C N c 1 c c c c c 1 . O C C 1 C C C C C 1 | [v3]
C = C c 1 c c c ( C ) c c 1 C . O = C ( N O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O C C ( Cl ) ( Cl ) Cl | [v1]
C = C C ( = O ) O C ( C ) ( C ) C . F C ( F ) ( F ) c 1 c c ( Br ) c c n 1 . F [B-] ( F ) ( F ) C 1 C C C C C 1 . [K+] | [v28]
C # C c 1 c c c c ( I ) c 1 O C . C O . N c 1 c c c c c 1 C ( = O ) O . O = O | [v3]
C = C C C ( C C = C ) ( C ( = O ) O C C ) C ( = O ) O C C . C O C ( = O ) c 1 c c c ( Cl ) c c 1 . O = S ( O [Na] ) c 1 c c c c c 1 | [v12]
C = C ( C ) c 1 c c c c c 1 . N # C c 1 c c n c c 1 . O = S ( O [Na] ) c 1 c c c c c 1 | [v0]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . C C C C / C = C \ C / C = C \ C C C C C C C C ( = O ) O | [v9]
C = C C = C . C C ( = O ) C ( C ) ( C ) C ( C ) = O . C C ( C ) = C C O c 1 c c c c c 1 Br | [v0]
Br C 1 C C O C C 1 . Br c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C = C C ( = O ) O C | [v13]
C C c 1 c c c ( C C ( = O ) c 2 n c c n 2 - c 2 c c c ( O C ) c c 2 C ) c c 1 . C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 | [v0]
C = C ( C S ( = O ) ( = O ) c 1 c c c c c 1 ) C ( = O ) O C C . C C ( C ) ( C ) c 1 c c c ( N ) c c 1 . C c 1 c c c ( C = O ) c c 1 | [v10]
C C # C c 1 c c c ( N C ( C ) = O ) c c 1 . C C N ( C C ) C C . Cl . F B ( F ) F . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . [F-] | [v0]
